ASIN,Title,Binding,Creator,Edition,Author,ItemDimensionsHeight,ItemDimensionsLength,ItemDimensionsWidth,ItemDimensionsWeight,Label,LanguagesUnknown,LanguagesOriginal,LanguagesPublished,Amount,CurrencyCode,Manufacturer,NumberOfPages,PackageDimensionsHeight,PackageDimensionsLength,PackageDimensionsWidth,PackageDimensionsWeight,ProductGroup,ProductTypeName,PublicationDate,Publisher,SmallImageUrl,Studio,SalesRanking
0802867243,"The New Testament on Sexuality (Attitudes Towards Sexuality in Judaism and Christianity in the Hellenistic Greco-Roman Era)",Paperback," "," ","Loader, William",1.40,9.20,6.20,6.20,"Wm. B. Eerdmans Publishing Company",english,english,english,65.00,USD,"Wm. B. Eerdmans Publishing Company",575,1.60,9.20,6.00,1.85,Book,ABIS_BOOK,2012-09-13,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/314YpQv5yOL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",342038
080286726X,"Perspectives on Ecclesiology and Ethnography (Studies in Ecclesiology and Ethnography)",Paperback,"Ward, Pete",0," ",9.02,0.79,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,50.00,USD,"Wm. B. Eerdmans Publishing Company",262,0.80,8.90,5.90,0.80,Book,ABIS_BOOK,2012-03-15,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41PB5r03WEL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",346702
0802867278,"Cultivating Sent Communities: Missional Spiritual Formation (Missional Church)",Paperback,"Zscheile, Dwight",0," ",0.70,9.00,6.00,6.00,"Wm. B. Eerdmans Publishing Company",english,english,english,30.00,USD,"Wm. B. Eerdmans Publishing Company",217,0.60,8.90,5.90,0.70,Book,ABIS_BOOK,2012-03-15,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41e09ZcrVaL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",308101
0802867286,"Jesus Research: New Methodologies and Perceptions -- The Second Princeton-Prague Symposium on Jesus Research, Princeton 2007 (Perspectives on the Historical Jesus)",Paperback,"Charlesworth, James H."," "," ",0.00,0.00,0.00,0.00,"Wm. B. Eerdmans Publishing Company",english,english,english,70.00,USD,"Wm. B. Eerdmans Publishing Company",960,2.40,9.00,6.00,3.15,Book,ABIS_BOOK,2014-01-23,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51zVc0sZHSL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",647443
0802867316,"After Vatican II: Trajectories and Hermeneutics",Paperback,"Heft, James L.",0," ",8.78,0.59,5.91,5.91,"Wm. B. Eerdmans Publishing Company",english,english,english,40.00,USD,"Wm. B. Eerdmans Publishing Company",216,0.70,8.90,5.90,0.55,Book,ABIS_BOOK,2012-07-20,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/61LfR0Yl6lL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1082363
0802867332,"A Primer of Biblical Greek",Paperback," "," ","Croy, N. Clayton",0.80,9.40,6.90,6.90,"Wm. B. Eerdmans Publishing Company",english,english,english,30.00,USD,"Wm. B. Eerdmans Publishing Company",288,0.80,9.40,6.90,1.05,Book,ABIS_BOOK,2011-07-12,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41GVZxy9DiL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",138212
0802867340,"Karl Barth's Emergency Homiletic, 1932-1933: A Summons to Prophetic Witness at the Dawn of the Third Reich",Paperback," ",0,"Hancock, Angela Dienhart",9.02,0.00,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,42.00,USD,"Wm. B. Eerdmans Publishing Company",372,1.02,8.82,5.98,0.93,Book,ABIS_BOOK,2013-07-20,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41cA860wV3L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",271992
0802867367,"The Dance Between God and Humanity: Reading the Bible Today as the People of God",Paperback," "," ","Waltke, Bruce K.",0.00,0.00,0.00,0.00,"Wm. B. Eerdmans Publishing Company",english,english,english,48.00,USD,"Wm. B. Eerdmans Publishing Company",540,1.30,8.90,6.00,1.60,Book,ABIS_BOOK,2013-09-05,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41oSakETi4L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",845299
0802867383,"Christ and Culture Revisited",Paperback," ",Reprint,"Carson, D. A.",8.74,0.71,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",255,0.71,8.90,5.98,0.79,Book,ABIS_BOOK,2012-01-31,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51INmRMSolL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",77603
0802867391,"Hannah's Child: A Theologian's Memoir",Paperback," ",Reprint,"Hauerwas, Stanley",8.78,0.91,5.83,5.83,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",319,1.00,8.90,6.00,0.90,Book,ABIS_BOOK,2012-09-01,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51pv0-Op3CL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1292567
0802867405,"Called to Lead: Paul's Letters to Timothy for a New Day",Paperback," "," ","Robinson, Anthony B.",8.78,0.71,5.91,5.91,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",255,0.80,8.90,5.90,0.65,Book,ABIS_BOOK,2012-07-20,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51DtYfPFBLL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",599874
0802867421,"Summoned from the Margin: Homecoming of an African",Paperback," "," ","Sanneh, Lamin",8.78,0.91,6.02,6.02,"Wm. B. Eerdmans Publishing Company",english,english,english,24.00,USD,"Wm. B. Eerdmans Publishing Company",299,1.10,8.90,5.90,0.90,Book,ABIS_BOOK,2012-09-24,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/414sfxzYJqL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",369549
080286743X,"Dissident for Life: Alexander Ogorodnikov and the Struggle for Religious Freedom in Russia",Hardcover,"Forest-Flier, Nancy"," ","De Wolf, Koenraad",0.00,0.00,0.00,0.00,"Wm. B. Eerdmans Publishing Company",english,english,english,28.00,USD,"Wm. B. Eerdmans Publishing Company",347,1.20,9.00,6.40,1.35,Book,ABIS_BOOK,2013-02-07,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51y4zMh2i-L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1444414
0802867456,"The Tomb of Jesus and His Family?: Exploring Ancient Jewish Tombs Near Jerusalem's Walls",Paperback,"Charlesworth, James H."," "," ",1.30,9.04,6.03,6.03,"Wm. B. Eerdmans Publishing Company",english,english,english,48.00,USD,"Wm. B. Eerdmans Publishing Company",592,1.40,8.90,6.00,1.15,Book,ABIS_BOOK,2013-12-19,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/416Ibn4M49L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",595761
0802867537,"The Spirit and Christ in the New Testament and Christian Theology: Essays in Honor of Max Turner",Paperback,"Marshall, I. Howard"," "," ",9.25,1.10,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,60.00,USD,"Wm. B. Eerdmans Publishing Company",387,1.10,8.90,5.90,1.20,Book,ABIS_BOOK,2012-04-30,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41oWQQDgaKL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1281524
0802867588,"The Ox-Herder and the Good Shepherd: Finding Christ on the Buddha's Path",Paperback," "," ","Hart, Addison Hodges",0.41,8.27,5.25,5.25,"Wm. B. Eerdmans Publishing Company",english,english,english,15.00,USD,"Wm. B. Eerdmans Publishing Company",126,0.60,8.20,5.20,0.30,Book,ABIS_BOOK,2013-10-10,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41aUJMnCs%2BL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",428878
0802867596,"Resurrection City: A Theology of Improvisation (Prophetic Christianity)",Paperback," "," ","Heltzel, Peter Goodwin",8.74,0.67,5.75,5.75,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",219,0.60,8.90,5.90,0.65,Book,ABIS_BOOK,2012-11-23,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41ub5eaJoSL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",262456
0802867618,"How (Not) to Be Secular: Reading Charles Taylor",Paperback," "," ","Smith, James K. A.",0.00,0.00,0.00,0.00,"Wm. B. Eerdmans Publishing Company",english,english,english,16.00,USD,"Wm. B. Eerdmans Publishing Company",152," "," "," "," ",Book,ABIS_BOOK,2014-04-30,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51fsDCEvKEL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",228223
0802867707,"Bioethics: A Primer for Christians, Third Edition",Paperback," ",3,"Meilaender, Gilbert",8.78,0.51,5.83,5.83,"Wm. B. Eerdmans Publishing Company",english,english,english,16.00,USD,"Wm. B. Eerdmans Publishing Company",152,0.71,8.90,5.98,0.44,Book,ABIS_BOOK,2013-01-06,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41%2BNEOYvzfL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",177258
0802867766,"The Gospel of the Lord: How the Early Church Wrote the Story of Jesus",Paperback," "," ","Bird, Michael F.",0.00,0.00,0.00,0.00,"Wm. B. Eerdmans Publishing Company",english,english,english,30.00,USD,"Wm. B. Eerdmans Publishing Company",424," "," "," "," ",Book,ABIS_BOOK,2014-04-15,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51t2zseOuEL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",222923
0802867790,"Dust and Breath: Faith, Health &mdash; and Why the Church Should Care about Both",Paperback,"Guderson, Gary"," ","Hotz, Kendra",8.35,0.35,5.51,5.51,"Wm. B. Eerdmans Publishing Company",english,english,english,14.00,USD,"Wm. B. Eerdmans Publishing Company",128,0.70,8.40,5.60,0.35,Book,ABIS_BOOK,2012-09-10,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51NKYA4Jl7L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",245552
0802867820,"The Oral Gospel Tradition",Paperback," "," ","Dunn, James D.G.",9.02,0.00,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,45.00,USD,"Wm. B. Eerdmans Publishing Company",400,1.10,9.10,6.20,1.25,Book,ABIS_BOOK,2013-10-03,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51AOICEyHiL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",566312
0802867863,"The Jesus Movement and Its Expansion: Meaning and Mission",Paperback," "," ","Freyne, Sean",0.00,0.00,0.00,0.00,"Wm. B. Eerdmans Publishing Company",english,english,english,35.00,USD,"Wm. B. Eerdmans Publishing Company",400," "," "," "," ",Book,ABIS_BOOK,2014-05-30,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51tyktYs%2BwL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",358816
0802867871,"Preaching Christ from Daniel: Foundations for Expository Sermons",Paperback," ",0,"Greidanus, Sydney",8.98,0.98,6.10,6.10,"Wm. B. Eerdmans Publishing Company",english,english,english,34.00,USD,"Wm. B. Eerdmans Publishing Company",456,1.02,9.13,5.83,1.46,Book,ABIS_BOOK,2012-12-19,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41ZDZRWHNGL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",961101
080286788X,"Inspired: The Holy Spirit and the Mind of Faith",Paperback," "," ","Levison, Jack",0.69,8.95,6.12,6.12,"Wm. B. Eerdmans Publishing Company",english,english,english,24.00,USD,"Wm. B. Eerdmans Publishing Company",240,0.80,8.90,6.10,0.65,Book,ABIS_BOOK,2013-12-13,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41WzhCC2CSL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",256248
0802868398,"Who Do People Say I Am?: Rewriting Gospel in Emerging Christianity",Paperback," "," ","Robbins, Vernon K.",9.02,0.00,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",269,0.90,8.90,6.00,0.85,Book,ABIS_BOOK,2013-09-17,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51YEYdG96GL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1317130
0802868401,"Reinventing Liberal Christianity",Hardcover," "," ","Hobson, Theo",9.02,0.00,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,30.00,USD,"Wm. B. Eerdmans Publishing Company",304,1.20,9.00,6.30,1.40,Book,ABIS_BOOK,2013-10-16,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41TG%2BrgsMLL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",851648
0802868487,"The Meaning of Christian Liturgy: Recent Developments in the Church of Sweden",Paperback,"Bexell, Oloph"," "," ",8.74,0.59,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",189,0.70,8.90,5.90,0.60,Book,ABIS_BOOK,2012-08-17,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51SnOu99aNL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",2353805
0802868525,"Playing Before the Lord: The Life and Work of Joseph Haydn",Paperback," "," ","Stapert, Calvin R.",9.02,0.00,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,24.00,USD,"Wm. B. Eerdmans Publishing Company",304,1.00,8.90,5.90,0.90,Book,ABIS_BOOK,2014-01-30,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51u7jJSSL%2BL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",516818
0802868533,"Christ and Reconciliation: A Constructive Christian Theology for the Pluralistic World, vol. 1",Paperback," "," ","Veli-Matti Kärkkäinen",9.25,0.98,5.75,5.75,"Wm. B. Eerdmans Publishing Company",english,english,english,40.00,USD,"Wm. B. Eerdmans Publishing Company",467,1.02,8.98,5.98,1.41,Book,ABIS_BOOK,2013-05-26,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41JAPNtUviL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",209962
0802868541,"Trinity and Revelation: A Constructive Christian Theology for the Pluralistic World, volume 2",Paperback," "," ","Karkkainen, Veli-Matti",9.02,0.00,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,40.00,USD,"Wm. B. Eerdmans Publishing Company",448," "," "," "," ",Book,ABIS_BOOK,2014-04-30,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41cs5a1KGmL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",331078
0802868592,"Analogia Entis: Metaphysics: Original Structure and Universal Rhythm (Resourcement: Retrieval and Renewal in Catholic Thought)",Paperback,"Betz, John R."," ","Pryzwara, Erich",1.50,8.90,6.00,6.00,"Wm. B. Eerdmans Publishing Company",english,english,english,60.00,USD,"Wm. B. Eerdmans Publishing Company",512,1.50,8.80,6.00,1.90,Book,ABIS_BOOK,2014-02-08,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51j9xvvCDSL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",95421
0802868630,"Bible, Gender, Sexuality: Reframing the Church's Debate on Same-Sex Relationships",Paperback," "," ","Brownson, James V.",0.90,9.00,5.90,5.90,"Wm. B. Eerdmans Publishing Company",english,english,english,29.00,USD,"Wm. B. Eerdmans Publishing Company",312,1.00,8.90,5.90,0.95,Book,ABIS_BOOK,2013-02-03,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41oJQmCSe7L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",58535
0802868665,"Straining at the Oars: Case Studies in Pastoral Leadership",Paperback," "," ","Fearon III, H. Dana",9.02,0.00,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",138,0.40,8.20,5.40,0.40,Book,ABIS_BOOK,2013-03-26,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/514SsjhveOL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",435995
080286869X,"Should We Live Forever?: The Ethical Ambiguities of Aging",Paperback," "," ","Meilaender, Gilbert",0.50,8.40,5.40,5.40,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",135,0.50,8.40,5.40,0.25,Book,ABIS_BOOK,2013-01-14,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/61g3Jf3FchL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",171694
