ASIN,Title,Binding,Creator,Edition,Author,ItemDimensionsHeight,ItemDimensionsLength,ItemDimensionsWidth,ItemDimensionsWeight,Label,LanguagesUnknown,LanguagesOriginal,LanguagesPublished,Amount,CurrencyCode,Manufacturer,NumberOfPages,PackageDimensionsHeight,PackageDimensionsLength,PackageDimensionsWidth,PackageDimensionsWeight,ProductGroup,ProductTypeName,PublicationDate,Publisher,SmallImageUrl,Studio,SalesRanking
0802865879,"Handel's Messiah: Comfort for God's People (Calvin Institute of Christian Worship Liturgical Studies)",Paperback," ",0,"Stapert, Calvin R.",9.06,0.46,6.06,6.06,"Wm. B. Eerdmans Publishing Company",english,english,english,15.00,USD,"Wm. B. Eerdmans Publishing Company",192,0.50,8.90,6.00,0.60,Book,ABIS_BOOK,2010-10-12,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51nI5Fn%2BbfL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",606045
0802865887,"The Lord as Their Portion: The Story of the Religious Orders and How They Shaped Our World",Paperback," ",0,"Rapley, Elizabeth",9.25,0.80,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,24.00,USD,"Wm. B. Eerdmans Publishing Company",352,0.90,8.90,6.00,0.75,Book,ABIS_BOOK,2011-03-29,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51PQmAZ1OzL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",565962
0802865933,"From Memory to Imagination: Reforming the Church's Music (Calvin Institute of Christian Worship Liturgical Studies)",Paperback," "," ","Bradley, C. Randall",0.90,8.90,5.90,5.90,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",251,0.80,8.90,5.90,0.75,Book,ABIS_BOOK,2012-09-21,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51wYf94VNWL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",577036
0802865941,"All Roads Lead to the Text: Eight Methods of Inquiry into the Bible",Paperback," "," ","Deppe, Dean",9.02,0.98,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",416,1.10,8.90,6.00,1.25,Book,ABIS_BOOK,2011-11-10,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41fRJTNyYiL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1044608
0802865984,"Apocalypse against Empire: Theologies of Resistance in Early Judaism",Hardcover,"Collins, John J."," ","Portier-Young, Anathea E.",9.37,1.18,6.42,6.42,"Wm. B. Eerdmans Publishing Company",english,english,english,50.00,USD,"Wm. B. Eerdmans Publishing Company",492,1.40,9.30,6.30,1.90,Book,ABIS_BOOK,2011-01-15,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51kqrQBWH2L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1080492
080286600X,"Islam: A Short Guide to the Faith",Paperback,"Allen, Roger"," "," ",9.02,0.54,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",200,0.60,8.90,6.00,0.70,Book,ABIS_BOOK,2011-03-03,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51D48drjDyL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",647037
0802866018,"On Moral Medicine: Theological Perspectives on Medical Ethics",Paperback,"Lysaught, M. Therese",3," ",1.80,11.40,8.50,8.50,"Wm. B. Eerdmans Publishing Company",english,english,english,70.00,USD,"Wm. B. Eerdmans Publishing Company",1180,1.90,10.90,8.50,5.10,Book,ABIS_BOOK,2012-07-20,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51bpV0H9saL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",448687
0802866085,"The Bible, Disability, and the Church: A New Vision of the People of God",Paperback," ",0,"Yong, Amos",0.40,8.90,6.00,6.00,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",161,0.60,8.90,6.00,0.75,Book,ABIS_BOOK,2011-11-01,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51jJrX29glL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",236127
0802866093,"Migrations of the Holy: God, State, and the Political Meaning of the Church",Paperback," "," ","Cavanaugh, William T.",0.54,8.97,6.11,6.11,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",208,0.60,9.00,5.90,0.60,Book,ABIS_BOOK,2011-02-10,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51nf6FmvxwL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",128401
0802866123,"The Spirit of Creation: Modern Science and Divine Action in the Pentecostal-Charismatic Imagination (Pentecostal Manifestos)",Paperback," ",0,"Yong, Amos",8.87,0.68,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,32.00,USD,"Wm. B. Eerdmans Publishing Company",256,0.80,8.90,5.90,0.70,Book,ABIS_BOOK,2011-05-17,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41qApFk%2BI2L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1334929
0802866174,"The Barmen Theses Then and Now: The 2004 Warfield Lectures at Princeton Theological Seminary",Paperback,"Guder, Darrell"," ","Busch, Eberhard",8.66,0.39,5.91,5.91,"Wm. B. Eerdmans Publishing Company",english,english,english,16.00,USD,"Wm. B. Eerdmans Publishing Company",116,0.40,8.90,6.00,0.25,Book,ABIS_BOOK,2010-12-21,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41MqQfTANoL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",2203547
0802866190,"Introducing Romans: Critical Issues in Paul's Most Famous Letter",Paperback," "," ","Longenecker, Richard N.",9.49,1.07,6.73,6.73,"Wm. B. Eerdmans Publishing Company",english,english,english,40.00,USD,"Wm. B. Eerdmans Publishing Company",518,0.94,8.98,5.98,1.55,Book,ABIS_BOOK,2011-03-25,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51RuGnmXjSL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1076315
0802866247,"Christ Jesus and the Jewish People Today: New Explorations of Theological Interrelationships",Paperback,"Cunningham, Philip A.",0," ",0.86,8.99,6.09,6.09,"Wm. B. Eerdmans Publishing Company",english,english,english,36.00,USD,"Wm. B. Eerdmans Publishing Company",338,1.10,8.90,6.00,0.95,Book,ABIS_BOOK,2011-03-11,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41MOgcw-XQL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",459797
0802866255,"The ""Other"" in Second Temple Judaism: Essays in Honor of John J. Collins (Calvin Institute of Christian Worship Liturgical Studies)",Hardcover,"Harlow, Daniel C."," "," ",8.76,1.48,6.00,6.00,"Wm. B. Eerdmans Publishing Company",english,english,english,65.00,USD,"Wm. B. Eerdmans Publishing Company",548,1.20,9.00,6.10,1.85,Book,ABIS_BOOK,2011-02-08,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41u8LC0dexL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1553316
080286628X,"From Billy Graham to Sarah Palin: Evangelicals and the Betrayal of American Conservatism",Hardcover," "," ","Hart, D. G.",9.33,0.98,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",252,0.90,9.10,6.00,1.15,Book,ABIS_BOOK,2011-07-07,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51dSibkoPhL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1100332
0802866352,"The Gospel of John: A Commentary",Hardcover," "," ","Bruner, Frederick Dale",9.76,2.56,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,75.00,USD,"Wm. B. Eerdmans Publishing Company",1311,2.60,9.30,6.60,3.95,Book,ABIS_BOOK,2012-02-22,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51PA8cGaAvL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",54772
0802866360,"Ancient Judaism: New Visions and Views",Paperback," "," ","Stone, Michael E.",9.25,0.79,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,30.00,USD,"Wm. B. Eerdmans Publishing Company",256,0.80,9.00,6.00,0.80,Book,ABIS_BOOK,2011-03-22,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/516YwUVjJEL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",706298
0802866379,"Jesus Christ and the Life of the Mind",Hardcover," "," ","Noll, Mark A.",0.90,9.00,6.00,6.00,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",196,0.80,9.00,6.20,0.95,Book,ABIS_BOOK,2011-07-22,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51elSVex1TL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",61874
0802866433,"All Things to All Cultures: Paul among Jews, Greeks, and Romans",Paperback,"Harding, Mark"," "," ",9.25,0.00,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,50.00,USD,"Wm. B. Eerdmans Publishing Company",432,1.10,9.20,6.20,1.30,Book,ABIS_BOOK,2013-11-28,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51LCaC2ipvL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",625015
080286645X,"Jesus, Paul, and the Gospels",Paperback," ",0,"Dunn, James D.G.",9.25,0.57,6.26,6.26,"Wm. B. Eerdmans Publishing Company",english,english,english,21.00,USD,"Wm. B. Eerdmans Publishing Company",224,0.60,8.90,5.90,0.30,Book,ABIS_BOOK,2011-05-03,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51CBDlpp9pL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",324937
0802866468,"Welcome to the Wisdom of the World and Its Meaning for You",Paperback," "," ","Chittister, Joan D.",0.61,8.98,6.13,6.13,"Wm. B. Eerdmans Publishing Company",english,english,english,15.00,USD,"Wm. B. Eerdmans Publishing Company",208,0.60,8.90,5.90,0.75,Book,ABIS_BOOK,2010-12-09,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51qllmE93cL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",151169
0802866476,"Notes from the House of the Dead",Paperback,"Jakim, Boris"," ","Dostoevsky, Fyodor",0.89,8.95,6.09,6.09,"Wm. B. Eerdmans Publishing Company",english,english,english,24.00,USD,"Wm. B. Eerdmans Publishing Company",344,1.00,8.90,6.00,0.02,Book,ABIS_BOOK,2013-06-11,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41Bk8RLSoUL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1355781
0802866506,"Not Sure: A Pastor's Journey from Faith to Doubt",Paperback," "," ","Suk, John D.",8.90,0.59,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",224,0.70,8.90,5.90,0.70,Book,ABIS_BOOK,2011-09-02,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51n7W9cWopL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",661431
0802866514,"A Different Kind of Cell: The Story of a Murderer Who Became a Monk",Paperback,"Prejean, Sr. Helen"," ","Jones, W. Paul",8.50,0.35,5.51,5.51,"Wm. B. Eerdmans Publishing Company",english,english,english,14.00,USD,"Wm. B. Eerdmans Publishing Company",136,0.40,8.50,5.60,0.40,Book,ABIS_BOOK,2011-09-02,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51tZJwQSfNL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",828936
0802866530,"Praying with the Earth: A Prayerbook for Peace",Hardcover," "," ","Newell, J. Philip",0.42,8.14,5.48,5.48,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",74,0.40,7.90,5.40,0.60,Book,ABIS_BOOK,2011-06-14,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/612tuZeKvGL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",311275
0802866549,"The Great Passion: An Introduction to Karl Barth's Theology",Paperback,"Guder, Darrell L.",Reprint,"Busch, Eberhard",9.09,0.00,6.42,6.42,"Wm. B. Eerdmans Publishing Company",english,english,english,32.00,USD,"Wm. B. Eerdmans Publishing Company",312,1.00,9.10,6.20,0.85,Book,ABIS_BOOK,2010-10-04,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41bDfiRCFlL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",675430
0802866565,"Karl Barth and American Evangelicalism",Paperback,"McCormack, Bruce L.",0," ",8.98,1.10,6.06,6.06,"Wm. B. Eerdmans Publishing Company",english,english,english,38.00,USD,"Wm. B. Eerdmans Publishing Company",400,1.10,8.90,5.80,1.30,Book,ABIS_BOOK,2011-08-17,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41ceQKwTRrL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1100974
0802866573,"Hermeneutics: An Introduction to Interpretive Theory",Paperback," "," ","Porter, Stanley E.",8.74,1.10,5.75,5.75,"Wm. B. Eerdmans Publishing Company",english,english,english,30.00,USD,"Wm. B. Eerdmans Publishing Company",328,1.00,8.90,5.90,1.00,Book,ABIS_BOOK,2011-11-16,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41bB9bWzaAL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",87955
0802866603,"More Than Matter?: Is There More to Life Than Molecules?",Paperback," ",Reprint,"Ward, Keith",0.59,8.51,5.57,5.57,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",224,0.60,8.40,5.40,0.60,Book,ABIS_BOOK,2011-03-22,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41KI-bnbqRL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",826776
0802866638,"Tasting Heaven on Earth: Worship in Sixth-Century Constantinople (The Church at Worship: Case Studies from Christian History)",Paperback," ",0,"Ray, Walter D.",9.02,0.51,7.76,7.76,"Wm. B. Eerdmans Publishing Company",english,english,english,28.00,USD,"Wm. B. Eerdmans Publishing Company",170,0.47,9.13,7.64,0.85,Book,ABIS_BOOK,2012-09-20,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51S61CJRghL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",757987
0802866727,"The Christian Art of Dying: Learning from Jesus",Paperback," "," ","Verhey, Allen",1.10,8.90,6.00,6.00,"Wm. B. Eerdmans Publishing Company",english,english,english,30.00,USD,"Wm. B. Eerdmans Publishing Company",423,1.10,8.80,6.00,1.25,Book,ABIS_BOOK,2011-11-28,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51Xgy9YhVIL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",662707
080286676X,"Martin Luther's Anti-Semitism: Against His Better Judgment",Paperback," ",0,"Gritsch, Eric W.",8.74,0.47,5.75,5.75,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",172,0.47,8.90,5.91,0.75,Book,ABIS_BOOK,2012-01-09,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51tWlW6P4XL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1349923
0802866832,"Unexpected Destinations: An Evangelical Pilgrimage to World Christianity",Paperback,"Wallis, Jim"," ","Granberg-Michaelson, Wesley",8.88,0.84,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,24.00,USD,"Wm. B. Eerdmans Publishing Company",312,0.90,8.90,6.00,0.85,Book,ABIS_BOOK,2011-06-01,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51uzYcTAw-L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1208662
0802866867,"The Doors of the Sea: Where Was God in the Tsunami?",Paperback," "," ","Hart, David Bentley",0.40,7.40,5.20,5.20,"Wm. B. Eerdmans Publishing Company",english,english,english,12.00,USD,"Wm. B. Eerdmans Publishing Company",136,0.30,7.40,5.20,0.30,Book,ABIS_BOOK,2011-03-15,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51jwdP0dG0L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",97866
0802866875,"C(H)AOS Theory: Reflections of Chief Academic Officers in Theological Education",Paperback,"Billman, Kathleen D."," "," ",9.25,1.10,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,38.00,USD,"Wm. B. Eerdmans Publishing Company",399,0.90,8.90,5.90,1.25,Book,ABIS_BOOK,2011-10-25,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41xay1PrXQL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1896240
0802866891,"Do We Worship the Same God?: Jews, Christians, and Muslims in Dialogue",Paperback,"Volf, Miroslav"," "," ",0.40,8.90,5.90,5.90,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",176,0.60,8.90,5.90,0.60,Book,ABIS_BOOK,2012-11-09,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41S%2BoDW11PL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",411424
0802866913,"Taking Jesus at His Word: What Jesus Really Said in the Sermon on the Mount",Paperback," ",0,"Hart, Addison H.",8.27,0.59,5.31,5.31,"Wm. B. Eerdmans Publishing Company",english,english,english,18.00,USD,"Wm. B. Eerdmans Publishing Company",176,0.50,8.40,5.40,0.45,Book,ABIS_BOOK,2012-07-16,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51YhJgcaOVL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",536037
0802866948,"Changing Churches: An Orthodox, Catholic, and Lutheran Theological Conversation",Paperback," ",0,"Mattox, Mickey L.",9.25,0.98,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,36.00,USD,"Wm. B. Eerdmans Publishing Company",336,1.00,8.90,5.90,1.10,Book,ABIS_BOOK,2012-02-27,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41QLIy6PRzL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1234873
0802866956,"A Time to Embrace: Same-Sex Relationships in Religion, Law, and Politics, 2nd edition",Paperback," ",2,"Johnson, William Stacy",8.78,1.10,5.83,5.83,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",390,1.20,8.90,5.90,1.20,Book,ABIS_BOOK,2012-06-30,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/510NAyf%2BAHL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",886293
0802866964,"Work Matters: Lessons from Scripture",Paperback," "," ","Stevens, R. Paul",0.60,8.30,5.40,5.40,"Wm. B. Eerdmans Publishing Company",english,english,english,16.00,USD,"Wm. B. Eerdmans Publishing Company",184,0.60,8.40,5.50,0.50,Book,ABIS_BOOK,2012-05-31,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41QX8TrEwtL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",725040
0802867014,"The Lives of Ordinary People in Ancient Israel: When Archaeology and the Bible Intersect",Paperback," ",0,"Dever, William G.",8.74,1.10,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,25.00,USD,"Wm. B. Eerdmans Publishing Company",446,1.10,8.90,6.00,1.30,Book,ABIS_BOOK,2012-04-20,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51GFylFQS7L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",217241
0802867030,"The Jesus Way: A Conversation on the Ways That Jesus Is the Way",Paperback," ",Reprint,"Peterson, Eugene H.",0.77,9.04,5.96,5.96,"Wm. B. Eerdmans Publishing Company",english,english,english,17.00,USD,"Wm. B. Eerdmans Publishing Company",304,0.90,8.90,5.90,0.90,Book,ABIS_BOOK,2011-09-02,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51lRvxFE4HL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",539089
0802867065,"Understanding Wisdom Literature: Conflict and Dissonance in the Hebrew Text",Paperback," "," ","Penchansky, David",9.02,0.39,5.98,5.98,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",141,0.40,8.90,5.90,0.45,Book,ABIS_BOOK,2012-03-21,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41SBZD2Le2L._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",595791
0802867189,"Sacred Word, Broken Word: Biblical Authority and the Dark Side of Scripture",Paperback," "," ","Sparks, Kenton L.",0.60,8.90,5.90,5.90,"Wm. B. Eerdmans Publishing Company",english,english,english,20.00,USD,"Wm. B. Eerdmans Publishing Company",192,0.50,8.90,5.90,0.60,Book,ABIS_BOOK,2012-04-04,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/41ZSgGKD0CL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",617742
0802867219,"Amplifying Our Witness: Giving Voice to Adolescents with Developmental Disabilities",Paperback," "," ","Conner, Benjamin T.",9.25,0.51,5.75,5.75,"Wm. B. Eerdmans Publishing Company",english,english,english,16.00,USD,"Wm. B. Eerdmans Publishing Company",116,0.50,9.20,6.20,0.40,Book,ABIS_BOOK,2012-06-11,"Wm. B. Eerdmans Publishing Company",http://ecx.images-amazon.com/images/I/51eC38CZxHL._SL75_.jpg,"Wm. B. Eerdmans Publishing Company",1140084
